modern_text,kjv_text
but (which becomes women professing godliness) with good works.,"But (which becometh women professing godliness) with good works. 
"
Let a woman learn in quietness with full submission.,"Let the woman learn in silence with all subjection. 
"
"But I don’t permit a woman to teach, nor to exercise authority over a man, but to be in quietness.","But I suffer not a woman to teach, nor to usurp authority over the man, but to be in silence. 
"
"For Adam was first formed, then Eve.","For Adam was first formed, then Eve. 
"
"Adam wasn’t deceived, but the woman, being deceived, has fallen into disobedience;","And Adam was not deceived, but the woman being deceived was in the transgression. 
"
"but she will be saved through her childbearing, if they continue in faith, love, and sanctification with sobriety.","Notwithstanding she shall be saved in childbearing, if they continue in faith and charity and holiness with sobriety. 
"
"This is a faithful saying: if a man seeks the office of an overseer, he desires a good work.","This is a true saying, If a man desire the office of a bishop, he desireth a good work. 
"
"The overseer therefore must be without reproach, the husband of one wife, temperate, sensible, modest, hospitable, good at teaching;","A bishop then must be blameless, the husband of one wife, vigilant, sober, of good behaviour, given to hospitality, apt to teach; 
"
"not a drinker, not violent, not greedy for money, but gentle, not quarrelsome, not covetous;","Not given to wine, no striker, not greedy of filthy lucre; but patient, not a brawler, not covetous; 
"
"one who rules his own house well, having children in subjection with all reverence;","One that ruleth well his own house, having his children in subjection with all gravity; 
"
"(but if a man doesn’t know how to rule his own house, how will he take care of the assembly of God?)","(For if a man know not how to rule his own house, how shall he take care of the church of God?) 
"
"not a new convert, lest being puffed up he fall into the same condemnation as the devil.","Not a novice, lest being lifted up with pride he fall into the condemnation of the devil. 
"
"Moreover he must have good testimony from those who are outside, to avoid falling into reproach and the snare of the devil.","Moreover he must have a good report of them which are without; lest he fall into reproach and the snare of the devil. 
"
"Servants, in the same way, must be reverent, not double-tongued, not addicted to much wine, not greedy for money;","Likewise must the deacons be grave, not doubletongued, not given to much wine, not greedy of filthy lucre; 
"
holding the mystery of the faith in a pure conscience.,"Holding the mystery of the faith in a pure conscience. 
"
Let them also first be tested; then let them serve if they are blameless.,"And let these also first be proved; then let them use the office of a deacon, being found blameless. 
"
"Their wives in the same way must be reverent, not slanderers, temperate, faithful in all things.","Even so must their wives be grave, not slanderers, sober, faithful in all things. 
"
"Let servants be husbands of one wife, ruling their children and their own houses well.","Let the deacons be the husbands of one wife, ruling their children and their own houses well. 
"
"For those who have served well gain for themselves a good standing, and great boldness in the faith which is in Christ Jesus.","For they that have used the office of a deacon well purchase to themselves a good degree, and great boldness in the faith which is in Christ Jesus. 
"
"These things I write to you, hoping to come to you shortly;","These things write I unto thee, hoping to come unto thee shortly: 
"
"but if I wait long, that you may know how men ought to behave themselves in God’s house, which is the assembly of the living God, the pillar and ground of the truth.","But if I tarry long, that thou mayest know how thou oughtest to behave thyself in the house of God, which is the church of the living God, the pillar and ground of the truth. 
"
"Without controversy, the mystery of godliness is great: God was revealed in the flesh, justified in the spirit, seen by angels, preached among the nations, believed on in the world, and received up in glory.","And without controversy great is the mystery of godliness: God was manifest in the flesh, justified in the Spirit, seen of angels, preached unto the Gentiles, believed on in the world, received up into glory. 
"
"But the Spirit says expressly that in later times some will fall away from the faith, paying attention to seducing spirits and doctrines of demons,","Now the Spirit speaketh expressly, that in the latter times some shall depart from the faith, giving heed to seducing spirits, and doctrines of devils; 
"
"through the hypocrisy of men who speak lies, branded in their own conscience as with a hot iron;","Speaking lies in hypocrisy; having their conscience seared with a hot iron; 
"
forbidding marriage and commanding to abstain from foods which God created to be received with thanksgiving by those who believe and know the truth.,"Forbidding to marry, and commanding to abstain from meats, which God hath created to be received with thanksgiving of them which believe and know the truth. 
"
"For every creature of God is good, and nothing is to be rejected, if it is received with thanksgiving.","For every creature of God is good, and nothing to be refused, if it be received with thanksgiving: 
"
For it is sanctified through the word of God and prayer.,"For it is sanctified by the word of God and prayer. 
"
"If you instruct the brothers of these things, you will be a good servant of Christ Jesus, nourished in the words of the faith, and of the good doctrine which you have followed.","If thou put the brethren in remembrance of these things, thou shalt be a good minister of Jesus Christ, nourished up in the words of faith and of good doctrine, whereunto thou hast attained. 
"
But refuse profane and old wives’ fables. Exercise yourself toward godliness.,"But refuse profane and old wives' fables, and exercise thyself rather unto godliness. 
"
"For bodily exercise has some value, but godliness has value in all things, having the promise of the life which is now, and of that which is to come.","For bodily exercise profiteth little: but godliness is profitable unto all things, having promise of the life that now is, and of that which is to come. 
"
This saying is faithful and worthy of all acceptance.,"This is a faithful saying and worthy of all acceptation. 
"
"For to this end we both labor and suffer reproach, because we have set our trust in the living God, who is the Savior of all men, especially of those who believe.","For therefore we both labour and suffer reproach, because we trust in the living God, who is the Saviour of all men, specially of those that believe. 
"
Command and teach these things.,"These things command and teach. 
"
"Let no man despise your youth; but be an example to those who believe, in word, in your way of life, in love, in spirit, in faith, and in purity.","Let no man despise thy youth; but be thou an example of the believers, in word, in conversation, in charity, in spirit, in faith, in purity. 
"
"Until I come, pay attention to reading, to exhortation, and to teaching.","Till I come, give attendance to reading, to exhortation, to doctrine. 
"
"Don’t neglect the gift that is in you, which was given to you by prophecy, with the laying on of the hands of the elders.","Neglect not the gift that is in thee, which was given thee by prophecy, with the laying on of the hands of the presbytery. 
"
"Be diligent in these things. Give yourself wholly to them, that your progress may be revealed to all.","Meditate upon these things; give thyself wholly to them; that thy profiting may appear to all. 
"
"Pay attention to yourself, and to your teaching. Continue in these things, for in doing this you will save both yourself and those who hear you.","Take heed unto thyself, and unto the doctrine; continue in them: for in doing this thou shalt both save thyself, and them that hear thee. 
"
"Don’t rebuke an older man, but exhort him as a father; the younger men as brothers;","Rebuke not an elder, but intreat him as a father; and the younger men as brethren; 
"
"the elder women as mothers; the younger as sisters, in all purity.","The elder women as mothers; the younger as sisters, with all purity. 
"
Honor widows who are widows indeed.,"Honour widows that are widows indeed. 
"
"But if any widow has children or grandchildren, let them learn first to show piety towards their own family, and to repay their parents, for this is acceptable in the sight of God.","But if any widow have children or nephews, let them learn first to shew piety at home, and to requite their parents: for that is good and acceptable before God. 
"
"Now she who is a widow indeed, and desolate, has her hope set on God, and continues in petitions and prayers night and day.","Now she that is a widow indeed, and desolate, trusteth in God, and continueth in supplications and prayers night and day. 
"
But she who gives herself to pleasure is dead while she lives.,"But she that liveth in pleasure is dead while she liveth. 
"
"Also command these things, that they may be without reproach.","And these things give in charge, that they may be blameless. 
"
"But if anyone doesn’t provide for his own, and especially his own household, he has denied the faith, and is worse than an unbeliever.","But if any provide not for his own, and specially for those of his own house, he hath denied the faith, and is worse than an infidel. 
"
"Let no one be enrolled as a widow under sixty years old, having been the wife of one man,","Let not a widow be taken into the number under threescore years old, having been the wife of one man. 
"
"being approved by good works, if she has brought up children, if she has been hospitable to strangers, if she has washed the saints’ feet, if she has relieved the afflicted, and if she has diligently followed every good work.","Well reported of for good works; if she have brought up children, if she have lodged strangers, if she have washed the saints' feet, if she have relieved the afflicted, if she have diligently followed every good work. 
"
"But refuse younger widows, for when they have grown wanton against Christ, they desire to marry;","But the younger widows refuse: for when they have begun to wax wanton against Christ, they will marry; 
"
"having condemnation, because they have rejected their first pledge.","Having damnation, because they have cast off their first faith. 
"
"Besides, they also learn to be idle, going about from house to house. Not only idle, but also gossips and busybodies, saying things which they ought not.","And withal they learn to be idle, wandering about from house to house; and not only idle, but tattlers also and busybodies, speaking things which they ought not. 
"
"I desire therefore that the younger widows marry, bear children, rule the household, and give no occasion to the adversary for insulting.","I will therefore that the younger women marry, bear children, guide the house, give none occasion to the adversary to speak reproachfully. 
"
For already some have turned away after Satan.,"For some are already turned aside after Satan. 
"
"If any man or woman who believes has widows, let them relieve them, and don’t let the assembly be burdened; that it might relieve those who are widows indeed.","If any man or woman that believeth have widows, let them relieve them, and let not the church be charged; that it may relieve them that are widows indeed. 
"
"Let the elders who rule well be counted worthy of double honor, especially those who labor in the word and in teaching.","Let the elders that rule well be counted worthy of double honour, especially they who labour in the word and doctrine. 
"
"For the Scripture says, “You shall not muzzle the ox when it treads out the grain.” And, “The laborer is worthy of his wages.”","For the scripture saith, Thou shalt not muzzle the ox that treadeth out the corn. And, The labourer is worthy of his reward. 
"
"Don’t receive an accusation against an elder, except at the word of two or three witnesses.","Against an elder receive not an accusation, but before two or three witnesses. 
"
"Those who sin, reprove in the sight of all, that the rest also may be in fear.","Them that sin rebuke before all, that others also may fear. 
"
"I command you in the sight of God, and the Lord Jesus Christ, and the chosen angels, that you observe these things without prejudice, doing nothing by partiality.","I charge thee before God, and the Lord Jesus Christ, and the elect angels, that thou observe these things without preferring one before another, doing nothing by partiality. 
"
"Lay hands hastily on no one, neither be a participant in other men’s sins. Keep yourself pure.","Lay hands suddenly on no man, neither be partaker of other men's sins: keep thyself pure. 
"
"Be no longer a drinker of water only, but use a little wine for your stomach’s sake and your frequent infirmities.","Drink no longer water, but use a little wine for thy stomach's sake and thine often infirmities. 
"
"Some men’s sins are evident, preceding them to judgment, and some also follow later.","Some men's sins are open beforehand, going before to judgment; and some men they follow after. 
"
"In the same way also there are good works that are obvious, and those that are otherwise can’t be hidden.","Likewise also the good works of some are manifest beforehand; and they that are otherwise cannot be hid. 
"
"Let as many as are bondservants under the yoke count their own masters worthy of all honor, that the name of God and the doctrine not be blasphemed.","Let as many servants as are under the yoke count their own masters worthy of all honour, that the name of God and his doctrine be not blasphemed. 
"
"Those who have believing masters, let them not despise them, because they are brothers, but rather let them serve them, because those who partake of the benefit are believing and beloved. Teach and exhort these things.","And they that have believing masters, let them not despise them, because they are brethren; but rather do them service, because they are faithful and beloved, partakers of the benefit. These things teach and exhort. 
"
"If anyone teaches a different doctrine, and doesn’t consent to sound words, the words of our Lord Jesus Christ, and to the doctrine which is according to godliness,","If any man teach otherwise, and consent not to wholesome words, even the words of our Lord Jesus Christ, and to the doctrine which is according to godliness; 
"
"he is conceited, knowing nothing, but obsessed with arguments, disputes, and word battles, from which come envy, strife, insulting, evil suspicions,","He is proud, knowing nothing, but doting about questions and strifes of words, whereof cometh envy, strife, railings, evil surmisings, 
"
"constant friction of people of corrupt minds and destitute of the truth, who suppose that godliness is a means of gain. Withdraw yourself from such.","Perverse disputings of men of corrupt minds, and destitute of the truth, supposing that gain is godliness: from such withdraw thyself. 
"
But godliness with contentment is great gain.,"But godliness with contentment is great gain. 
"
"For we brought nothing into the world, and we certainly can’t carry anything out.","For we brought nothing into this world, and it is certain we can carry nothing out. 
"
"But having food and clothing, we will be content with that.","And having food and raiment let us be therewith content. 
"
"But those who are determined to be rich fall into a temptation and a snare and many foolish and harmful lusts, such as drown men in ruin and destruction.","But they that will be rich fall into temptation and a snare, and into many foolish and hurtful lusts, which drown men in destruction and perdition. 
"
"For the love of money is a root of all kinds of evil. Some have been led astray from the faith in their greed, and have pierced themselves through with many sorrows.","For the love of money is the root of all evil: which while some coveted after, they have erred from the faith, and pierced themselves through with many sorrows. 
"
"But you, man of God, flee these things, and follow after righteousness, godliness, faith, love, perseverance, and gentleness.","But thou, O man of God, flee these things; and follow after righteousness, godliness, faith, love, patience, meekness. 
"
"Fight the good fight of faith. Take hold of the eternal life to which you were called, and you confessed the good confession in the sight of many witnesses.","Fight the good fight of faith, lay hold on eternal life, whereunto thou art also called, and hast professed a good profession before many witnesses. 
"
"I command you before God, who gives life to all things, and before Christ Jesus, who before Pontius Pilate testified the good confession,","I give thee charge in the sight of God, who quickeneth all things, and before Christ Jesus, who before Pontius Pilate witnessed a good confession; 
"
"that you keep the commandment without spot, blameless, until the appearing of our Lord Jesus Christ;","That thou keep this commandment without spot, unrebukable, until the appearing of our Lord Jesus Christ: 
"
"which in its own times he will show, who is the blessed and only Ruler, the King of kings, and Lord of lords;","Which in his times he shall shew, who is the blessed and only Potentate, the King of kings, and Lord of lords; 
"
"who alone has immortality, dwelling in unapproachable light; whom no man has seen, nor can see: to whom be honor and eternal power. Amen.","Who only hath immortality, dwelling in the light which no man can approach unto; whom no man hath seen, nor can see: to whom be honour and power everlasting. Amen. 
"
"Charge those who are rich in this present world that they not be haughty, nor have their hope set on the uncertainty of riches, but on the living God, who richly provides us with everything to enjoy;","Charge them that are rich in this world, that they be not highminded, nor trust in uncertain riches, but in the living God, who giveth us richly all things to enjoy; 
"
"that they do good, that they be rich in good works, that they be ready to distribute, willing to share;","That they do good, that they be rich in good works, ready to distribute, willing to communicate; 
"
"laying up in store for themselves a good foundation against the time to come, that they may lay hold of eternal life.","Laying up in store for themselves a good foundation against the time to come, that they may lay hold on eternal life. 
"
"Timothy, guard that which is committed to you, turning away from the empty chatter and oppositions of what is falsely called knowledge;","O Timothy, keep that which is committed to thy trust, avoiding profane and vain babblings, and oppositions of science falsely so called: 
"
"which some profess, and thus have wandered from the faith. Grace be with you. Amen.","Which some professing have erred concerning the faith. Grace be with thee. Amen. 
"
"Paul, an apostle of Jesus Christ through the will of God, according to the promise of the life which is in Christ Jesus,","Paul, an apostle of Jesus Christ by the will of God, according to the promise of life which is in Christ Jesus, 
"
"to Timothy, my beloved child: Grace, mercy, and peace, from God the Father and Christ Jesus our Lord.","To Timothy, my dearly beloved son: Grace, mercy, and peace, from God the Father and Christ Jesus our Lord. 
"
"I thank God, whom I serve as my forefathers did, with a pure conscience. How unceasing is my memory of you in my petitions, night and day","I thank God, whom I serve from my forefathers with pure conscience, that without ceasing I have remembrance of thee in my prayers night and day; 
"
"longing to see you, remembering your tears, that I may be filled with joy;","Greatly desiring to see thee, being mindful of thy tears, that I may be filled with joy; 
"
"having been reminded of the sincere faith that is in you; which lived first in your grandmother Lois, and your mother Eunice, and, I am persuaded, in you also.","When I call to remembrance the unfeigned faith that is in thee, which dwelt first in thy grandmother Lois, and thy mother Eunice; and I am persuaded that in thee also. 
"
"For this cause, I remind you that you should stir up the gift of God which is in you through the laying on of my hands.","Wherefore I put thee in remembrance that thou stir up the gift of God, which is in thee by the putting on of my hands. 
"
"For God didn’t give us a spirit of fear, but of power, love, and self-control.","For God hath not given us the spirit of fear; but of power, and of love, and of a sound mind. 
"
"Therefore don’t be ashamed of the testimony of our Lord, nor of me his prisoner; but endure hardship for the Good News according to the power of God,","Be not thou therefore ashamed of the testimony of our Lord, nor of me his prisoner: but be thou partaker of the afflictions of the gospel according to the power of God; 
"
"who saved us and called us with a holy calling, not according to our works, but according to his own purpose and grace, which was given to us in Christ Jesus before times eternal,","Who hath saved us, and called us with an holy calling, not according to our works, but according to his own purpose and grace, which was given us in Christ Jesus before the world began, 
"
"but has now been revealed by the appearing of our Savior, Christ Jesus, who abolished death, and brought life and immortality to light through the Good News.","But is now made manifest by the appearing of our Saviour Jesus Christ, who hath abolished death, and hath brought life and immortality to light through the gospel: 
"
"For this, I was appointed as a preacher, an apostle, and a teacher of the Gentiles.","Whereunto I am appointed a preacher, and an apostle, and a teacher of the Gentiles. 
"
"For this cause I also suffer these things. Yet I am not ashamed, for I know him whom I have believed, and I am persuaded that he is able to guard that which I have committed to him against that day.","For the which cause I also suffer these things: nevertheless I am not ashamed: for I know whom I have believed, and am persuaded that he is able to keep that which I have committed unto him against that day. 
"
"Hold the pattern of sound words which you have heard from me, in faith and love which is in Christ Jesus.","Hold fast the form of sound words, which thou hast heard of me, in faith and love which is in Christ Jesus. 
"
"That good thing which was committed to you, guard through the Holy Spirit who dwells in us.","That good thing which was committed unto thee keep by the Holy Ghost which dwelleth in us. 
"
"This you know, that all who are in Asia turned away from me; of whom are Phygelus and Hermogenes.","This thou knowest, that all they which are in Asia be turned away from me; of whom are Phygellus and Hermogenes. 
"
"May the Lord grant mercy to the house of Onesiphorus, for he often refreshed me, and was not ashamed of my chain,","The Lord give mercy unto the house of Onesiphorus; for he oft refreshed me, and was not ashamed of my chain: 
"
"but when he was in Rome, he sought me diligently, and found me","But, when he was in Rome, he sought me out very diligently, and found me. 
"
"(the Lord grant to him to find the Lord’s mercy in that day); and in how many things he served at Ephesus, you know very well.","The Lord grant unto him that he may find mercy of the Lord in that day: and in how many things he ministered unto me at Ephesus, thou knowest very well. 
"
"You therefore, my child, be strengthened in the grace that is in Christ Jesus.","Thou therefore, my son, be strong in the grace that is in Christ Jesus. 
"
"The things which you have heard from me among many witnesses, commit the same to faithful men, who will be able to teach others also.","And the things that thou hast heard of me among many witnesses, the same commit thou to faithful men, who shall be able to teach others also. 
"
"You therefore must endure hardship, as a good soldier of Christ Jesus.","Thou therefore endure hardness, as a good soldier of Jesus Christ. 
"
"No soldier on duty entangles himself in the affairs of life, that he may please him who enrolled him as a soldier.","No man that warreth entangleth himself with the affairs of this life; that he may please him who hath chosen him to be a soldier. 
"
"Also, if anyone competes in athletics, he isn’t crowned unless he has competed by the rules.","And if a man also strive for masteries, yet is he not crowned, except he strive lawfully. 
"
The farmer who labors must be the first to get a share of the crops.,"The husbandman that laboureth must be first partaker of the fruits. 
"
"Consider what I say, and may the Lord give you understanding in all things.","Consider what I say; and the Lord give thee understanding in all things. 
"
"Remember Jesus Christ, risen from the dead, of the offspring of David, according to my Good News,","Remember that Jesus Christ of the seed of David was raised from the dead according to my gospel: 
"
in which I suffer hardship to the point of chains as a criminal. But God’s word isn’t chained.,"Wherein I suffer trouble, as an evil doer, even unto bonds; but the word of God is not bound. 
"
"Therefore I endure all things for the chosen ones’ sake, that they also may obtain the salvation which is in Christ Jesus with eternal glory.","Therefore I endure all things for the elect's sakes, that they may also obtain the salvation which is in Christ Jesus with eternal glory. 
"
"This saying is trustworthy: “For if we died with him, we will also live with him.","It is a faithful saying: For if we be dead with him, we shall also live with him: 
"
"If we endure, we will also reign with him. If we deny him, he also will deny us.","If we suffer, we shall also reign with him: if we deny him, he also will deny us: 
"
"If we are faithless, he remains faithful. For he can’t deny himself.”","If we believe not, yet he abideth faithful: he cannot deny himself. 
"
"Remind them of these things, charging them in the sight of the Lord, that they don’t argue about words, to no profit, to the subverting of those who hear.","Of these things put them in remembrance, charging them before the Lord that they strive not about words to no profit, but to the subverting of the hearers. 
"
"Give diligence to present yourself approved by God, a workman who doesn’t need to be ashamed, properly handling the Word of Truth.","Study to shew thyself approved unto God, a workman that needeth not to be ashamed, rightly dividing the word of truth. 
"
"But shun empty chatter, for it will go further in ungodliness,","But shun profane and vain babblings: for they will increase unto more ungodliness. 
"
"and those words will consume like gangrene, of whom is Hymenaeus and Philetus;","And their word will eat as doth a canker: of whom is Hymenaeus and Philetus; 
"
"men who have erred concerning the truth, saying that the resurrection is already past, and overthrowing the faith of some.","Who concerning the truth have erred, saying that the resurrection is past already; and overthrow the faith of some. 
"
"However God’s firm foundation stands, having this seal, “The Lord knows those who are his,” and, “Let every one who names the name of the Lord depart from unrighteousness.”","Nevertheless the foundation of God standeth sure, having this seal, The Lord knoweth them that are his. And, Let every one that nameth the name of Christ depart from iniquity. 
"
"Now in a large house there are not only vessels of gold and of silver, but also of wood and of clay. Some are for honor, and some for dishonor.","But in a great house there are not only vessels of gold and of silver, but also of wood and of earth; and some to honour, and some to dishonour. 
"
"If anyone therefore purges himself from these, he will be a vessel for honor, sanctified, and suitable for the master’s use, prepared for every good work.","If a man therefore purge himself from these, he shall be a vessel unto honour, sanctified, and meet for the master's use, and prepared unto every good work. 
"
"Flee from youthful lusts; but pursue righteousness, faith, love, and peace with those who call on the Lord out of a pure heart.","Flee also youthful lusts: but follow righteousness, faith, charity, peace, with them that call on the Lord out of a pure heart. 
"
"But refuse foolish and ignorant questionings, knowing that they generate strife.","But foolish and unlearned questions avoid, knowing that they do gender strifes. 
"
"The Lord’s servant must not quarrel, but be gentle towards all, able to teach, patient,","And the servant of the Lord must not strive; but be gentle unto all men, apt to teach, patient, 
"
"in gentleness correcting those who oppose him: perhaps God may give them repentance leading to a full knowledge of the truth,","In meekness instructing those that oppose themselves; if God peradventure will give them repentance to the acknowledging of the truth; 
"
"and they may recover themselves out of the devil’s snare, having been taken captive by him to his will.","And that they may recover themselves out of the snare of the devil, who are taken captive by him at his will. 
"
"But know this, that in the last days, grievous times will come.","This know also, that in the last days perilous times shall come. 
"
"For men will be lovers of self, lovers of money, boastful, arrogant, blasphemers, disobedient to parents, unthankful, unholy,","For men shall be lovers of their own selves, covetous, boasters, proud, blasphemers, disobedient to parents, unthankful, unholy, 
"
"without natural affection, unforgiving, slanderers, without self-control, fierce, not lovers of good,","Without natural affection, trucebreakers, false accusers, incontinent, fierce, despisers of those that are good, 
"
"traitors, headstrong, conceited, lovers of pleasure rather than lovers of God;","Traitors, heady, highminded, lovers of pleasures more than lovers of God; 
"
"holding a form of godliness, but having denied its power. Turn away from these, also.","Having a form of godliness, but denying the power thereof: from such turn away. 
"
"For some of these are people who creep into houses, and take captive gullible women loaded down with sins, led away by various lusts,","For of this sort are they which creep into houses, and lead captive silly women laden with sins, led away with divers lusts, 
"
"always learning, and never able to come to the knowledge of the truth.","Ever learning, and never able to come to the knowledge of the truth. 
"
"Even as Jannes and Jambres opposed Moses, so do these also oppose the truth; men corrupted in mind, who concerning the faith are rejected.","Now as Jannes and Jambres withstood Moses, so do these also resist the truth: men of corrupt minds, reprobate concerning the faith. 
"
"But they will proceed no further. For their folly will be evident to all men, as theirs also came to be.","But they shall proceed no further: for their folly shall be manifest unto all men, as their's also was. 
"
"But you did follow my teaching, conduct, purpose, faith, patience, love, steadfastness,","But thou hast fully known my doctrine, manner of life, purpose, faith, longsuffering, charity, patience, 
"
"persecutions, and sufferings: those things that happened to me at Antioch, Iconium, and Lystra. I endured those persecutions. The Lord delivered me out of them all.","Persecutions, afflictions, which came unto me at Antioch, at Iconium, at Lystra; what persecutions I endured: but out of them all the Lord delivered me. 
"
"Yes, and all who desire to live godly in Christ Jesus will suffer persecution.","Yea, and all that will live godly in Christ Jesus shall suffer persecution. 
"
"But evil men and impostors will grow worse and worse, deceiving and being deceived.","But evil men and seducers shall wax worse and worse, deceiving, and being deceived. 
"
"But you remain in the things which you have learned and have been assured of, knowing from whom you have learned them.","But continue thou in the things which thou hast learned and hast been assured of, knowing of whom thou hast learned them; 
"
"From infancy, you have known the holy Scriptures which are able to make you wise for salvation through faith, which is in Christ Jesus.","And that from a child thou hast known the holy scriptures, which are able to make thee wise unto salvation through faith which is in Christ Jesus. 
"
"Every Scripture is God-breathed and profitable for teaching, for reproof, for correction, and for instruction in righteousness,","All scripture is given by inspiration of God, and is profitable for doctrine, for reproof, for correction, for instruction in righteousness: 
"
"that the man of God may be complete, thoroughly equipped for every good work.","That the man of God may be perfect, throughly furnished unto all good works. 
"
"I command you therefore before God and the Lord Jesus Christ, who will judge the living and the dead at his appearing and his Kingdom:","I charge thee therefore before God, and the Lord Jesus Christ, who shall judge the quick and the dead at his appearing and his kingdom; 
"
"preach the word; be urgent in season and out of season; reprove, rebuke, and exhort, with all patience and teaching.","Preach the word; be instant in season, out of season; reprove, rebuke, exhort with all longsuffering and doctrine. 
"
"For the time will come when they will not listen to the sound doctrine, but, having itching ears, will heap up for themselves teachers after their own lusts;","For the time will come when they will not endure sound doctrine; but after their own lusts shall they heap to themselves teachers, having itching ears; 
"
"and will turn away their ears from the truth, and turn away to fables.","And they shall turn away their ears from the truth, and shall be turned unto fables. 
"
"But you be sober in all things, suffer hardship, do the work of an evangelist, and fulfill your ministry.","But watch thou in all things, endure afflictions, do the work of an evangelist, make full proof of thy ministry. 
"
"For I am already being offered, and the time of my departure has come.","For I am now ready to be offered, and the time of my departure is at hand. 
"
I have fought the good fight. I have finished the course. I have kept the faith.,"I have fought a good fight, I have finished my course, I have kept the faith: 
"
"From now on, there is stored up for me the crown of righteousness, which the Lord, the righteous judge, will give to me on that day; and not to me only, but also to all those who have loved his appearing.","Henceforth there is laid up for me a crown of righteousness, which the Lord, the righteous judge, shall give me at that day: and not to me only, but unto all them also that love his appearing. 
"
"Be diligent to come to me soon,","Do thy diligence to come shortly unto me: 
"
"for Demas left me, having loved this present world, and went to Thessalonica; Crescens to Galatia, and Titus to Dalmatia.","For Demas hath forsaken me, having loved this present world, and is departed unto Thessalonica; Crescens to Galatia, Titus unto Dalmatia. 
"
"Only Luke is with me. Take Mark, and bring him with you, for he is useful to me for service.","Only Luke is with me. Take Mark, and bring him with thee: for he is profitable to me for the ministry. 
"
But I sent Tychicus to Ephesus.,"And Tychicus have I sent to Ephesus. 
"
"Bring the cloak that I left at Troas with Carpus when you come, and the books, especially the parchments.","The cloke that I left at Troas with Carpus, when thou comest, bring with thee, and the books, but especially the parchments. 
"
"Alexander, the coppersmith, did much evil to me. The Lord will repay him according to his deeds,","Alexander the coppersmith did me much evil: the Lord reward him according to his works: 
"
of whom you also must beware; for he greatly opposed our words.,"Of whom be thou ware also; for he hath greatly withstood our words. 
"
"At my first defense, no one came to help me, but all left me. May it not be held against them.","At my first answer no man stood with me, but all men forsook me: I pray God that it may not be laid to their charge. 
"
"But the Lord stood by me, and strengthened me, that through me the message might be fully proclaimed, and that all the Gentiles might hear; and I was delivered out of the mouth of the lion.","Notwithstanding the Lord stood with me, and strengthened me; that by me the preaching might be fully known, and that all the Gentiles might hear: and I was delivered out of the mouth of the lion. 
"
"And the Lord will deliver me from every evil work, and will preserve me for his heavenly Kingdom; to whom be the glory forever and ever. Amen.","And the Lord shall deliver me from every evil work, and will preserve me unto his heavenly kingdom: to whom be glory for ever and ever. Amen. 
"
"Greet Prisca and Aquila, and the house of Onesiphorus.","Salute Prisca and Aquila, and the household of Onesiphorus. 
"
"Erastus remained at Corinth, but I left Trophimus at Miletus sick.","Erastus abode at Corinth: but Trophimus have I left at Miletum sick. 
"
"Be diligent to come before winter. Eubulus salutes you, as do Pudens, Linus, Claudia, and all the brothers.","Do thy diligence to come before winter. Eubulus greeteth thee, and Pudens, and Linus, and Claudia, and all the brethren. 
"
The Lord Jesus Christ be with your spirit. Grace be with you. Amen.,"The Lord Jesus Christ be with thy spirit. Grace be with you. Amen. 
"
"Paul, a servant of God, and an apostle of Jesus Christ, according to the faith of God’s chosen ones, and the knowledge of the truth which is according to godliness,","Paul, a servant of God, and an apostle of Jesus Christ, according to the faith of God's elect, and the acknowledging of the truth which is after godliness; 
"
"in hope of eternal life, which God, who can’t lie, promised before time began;","In hope of eternal life, which God, that cannot lie, promised before the world began; 
"
but in his own time revealed his word in the message with which I was entrusted according to the commandment of God our Savior;,"But hath in due times manifested his word through preaching, which is committed unto me according to the commandment of God our Saviour; 
"
"to Titus, my true child according to a common faith: Grace, mercy, and peace from God the Father and the Lord Jesus Christ our Savior.","To Titus, mine own son after the common faith: Grace, mercy, and peace, from God the Father and the Lord Jesus Christ our Saviour. 
"
"I left you in Crete for this reason, that you would set in order the things that were lacking, and appoint elders in every city, as I directed you;","For this cause left I thee in Crete, that thou shouldest set in order the things that are wanting, and ordain elders in every city, as I had appointed thee: 
"
"if anyone is blameless, the husband of one wife, having children who believe, who are not accused of loose or unruly behavior.","If any be blameless, the husband of one wife, having faithful children not accused of riot or unruly. 
"
"For the overseer must be blameless, as God’s steward; not self-pleasing, not easily angered, not given to wine, not violent, not greedy for dishonest gain;","For a bishop must be blameless, as the steward of God; not selfwilled, not soon angry, not given to wine, no striker, not given to filthy lucre; 
"
"but given to hospitality, a lover of good, sober minded, fair, holy, self-controlled;","But a lover of hospitality, a lover of good men, sober, just, holy, temperate; 
"
"holding to the faithful word which is according to the teaching, that he may be able to exhort in the sound doctrine, and to convict those who contradict him.","Holding fast the faithful word as he hath been taught, that he may be able by sound doctrine both to exhort and to convince the gainsayers. 
"
"For there are also many unruly men, vain talkers and deceivers, especially those of the circumcision,","For there are many unruly and vain talkers and deceivers, specially they of the circumcision: 
"
"whose mouths must be stopped; men who overthrow whole houses, teaching things which they ought not, for dishonest gain’s sake.","Whose mouths must be stopped, who subvert whole houses, teaching things which they ought not, for filthy lucre's sake. 
"
"One of them, a prophet of their own, said, “Cretans are always liars, evil beasts, and idle gluttons.”","One of themselves, even a prophet of their own, said, The Cretians are alway liars, evil beasts, slow bellies. 
"
