book,chapter,verse,modern_text
Matthew,21,11,"The multitudes said, “This is the prophet, Jesus, from Nazareth of Galilee.”"
Matthew,21,12,"Jesus entered into the temple of God, and drove out all of those who sold and bought in the temple, and overthrew the money changers’ tables and the seats of those who sold the doves."
Matthew,21,13,"He said to them, “It is written, ‘My house shall be called a house of prayer,’ but you have made it a den of robbers!”"
Matthew,21,14,"The blind and the lame came to him in the temple, and he healed them."
Matthew,21,15,"But when the chief priests and the scribes saw the wonderful things that he did, and the children who were crying in the temple and saying, “Hosanna to the son of David!” they were indignant,"
Matthew,21,16,"and said to him, “Do you hear what these are saying?” Jesus said to them, “Yes. Did you never read, ‘Out of the mouth of babes and nursing babies you have perfected praise?’”"
Matthew,21,17,"He left them, and went out of the city to Bethany, and camped there."
Matthew,21,18,"Now in the morning, as he returned to the city, he was hungry."
Matthew,21,19,"Seeing a fig tree by the road, he came to it, and found nothing on it but leaves. He said to it, “Let there be no fruit from you forever!” Immediately the fig tree withered away."
Matthew,21,20,"When the disciples saw it, they marveled, saying, “How did the fig tree immediately wither away?”"
Matthew,21,21,"Jesus answered them, “Most certainly I tell you, if you have faith, and don’t doubt, you will not only do what was done to the fig tree, but even if you told this mountain, ‘Be taken up and cast into the sea,’ it would be done."
Matthew,21,22,"All things, whatever you ask in prayer, believing, you will receive.”"
Matthew,21,23,"When he had come into the temple, the chief priests and the elders of the people came to him as he was teaching, and said, “By what authority do you do these things? Who gave you this authority?”"
Matthew,21,24,"Jesus answered them, “I also will ask you one question, which if you tell me, I likewise will tell you by what authority I do these things."
Matthew,21,25,"The baptism of John, where was it from? From heaven or from men?” They reasoned with themselves, saying, “If we say, ‘From heaven,’ he will ask us, ‘Why then did you not believe him?’"
Matthew,21,26,"But if we say, ‘From men,’ we fear the multitude, for all hold John as a prophet.”"
Matthew,21,27,"They answered Jesus, and said, “We don’t know.” He also said to them, “Neither will I tell you by what authority I do these things."
Matthew,21,28,"But what do you think? A man had two sons, and he came to the first, and said, ‘Son, go work today in my vineyard.’"
Matthew,21,29,"He answered, ‘I will not,’ but afterward he changed his mind, and went."
Matthew,21,30,"He came to the second, and said the same thing. He answered, ‘I’ m going, sir,’ but he didn’t go."
Matthew,21,31,"Which of the two did the will of his father?” They said to him, “The first.” Jesus said to them, “Most certainly I tell you that the tax collectors and the prostitutes are entering into God’s Kingdom before you."
Matthew,21,32,"For John came to you in the way of righteousness, and you didn’t believe him, but the tax collectors and the prostitutes believed him. When you saw it, you didn’t even repent afterward, that you might believe him."
Matthew,21,33,"“Hear another parable. There was a man who was a master of a household, who planted a vineyard, set a hedge about it, dug a wine press in it, built a tower, leased it out to farmers, and went into another country."
Matthew,21,34,"When the season for the fruit came near, he sent his servants to the farmers, to receive his fruit."
Matthew,21,35,"The farmers took his servants, beat one, killed another, and stoned another."
Matthew,21,36,"Again, he sent other servants more than the first: and they treated them the same way."
Matthew,21,37,"But afterward he sent to them his son, saying, ‘They will respect my son.’"
Matthew,21,38,"But the farmers, when they saw the son, said among themselves, ‘This is the heir. Come, let’s kill him, and seize his inheritance.’"
Matthew,21,39,"So they took him, and threw him out of the vineyard, and killed him."
Matthew,21,40,"When therefore the lord of the vineyard comes, what will he do to those farmers?”"
Matthew,21,41,"They told him, “He will miserably destroy those miserable men, and will lease out the vineyard to other farmers, who will give him the fruit in its season.”"
Matthew,21,42,"Jesus said to them, “Did you never read in the Scriptures, ‘The stone which the builders rejected, the same was made the head of the corner. This was from the Lord. It is marvelous in our eyes?’"
Matthew,21,43,"“Therefore I tell you, God’s Kingdom will be taken away from you, and will be given to a nation producing its fruit."
Matthew,21,44,"He who falls on this stone will be broken to pieces, but on whomever it will fall, it will scatter him as dust.”"
Matthew,21,45,"When the chief priests and the Pharisees heard his parables, they perceived that he spoke about them."
Matthew,21,46,"When they sought to seize him, they feared the multitudes, because they considered him to be a prophet."
Matthew,22,1,"Jesus answered and spoke to them again in parables, saying,"
Matthew,22,2,"“The Kingdom of Heaven is like a certain king, who made a marriage feast for his son,"
Matthew,22,3,"and sent out his servants to call those who were invited to the marriage feast, but they would not come."
Matthew,22,4,"Again he sent out other servants, saying, ‘Tell those who are invited, “Behold, I have prepared my dinner. My cattle and my fatlings are killed, and all things are ready. Come to the marriage feast!”’"
Matthew,22,5,"But they made light of it, and went their ways, one to his own farm, another to his merchandise,"
Matthew,22,6,"and the rest grabbed his servants, and treated them shamefully, and killed them."
Matthew,22,7,"When the king heard that, he was angry, and sent his armies, destroyed those murderers, and burned their city."
Matthew,22,8,"“Then he said to his servants, ‘The wedding is ready, but those who were invited weren’t worthy."
Matthew,22,9,"Go therefore to the intersections of the highways, and as many as you may find, invite to the marriage feast.’"
Matthew,22,10,"Those servants went out into the highways, and gathered together as many as they found, both bad and good. The wedding was filled with guests."
Matthew,22,11,"But when the king came in to see the guests, he saw there a man who didn’t have on wedding clothing,"
Matthew,22,12,"and he said to him, ‘Friend, how did you come in here not wearing wedding clothing?’ He was speechless."
Matthew,22,13,"Then the king said to the servants, ‘Bind him hand and foot, take him away, and throw him into the outer darkness. That is where the weeping and grinding of teeth will be.’"
Matthew,22,14,"For many are called, but few chosen.”"
Matthew,22,15,Then the Pharisees went and took counsel how they might entrap him in his talk.
Matthew,22,16,"They sent their disciples to him, along with the Herodians, saying, “Teacher, we know that you are honest, and teach the way of God in truth, no matter whom you teach, for you aren’t partial to anyone."
Matthew,22,17,"Tell us therefore, what do you think? Is it lawful to pay taxes to Caesar, or not?”"
Matthew,22,18,"But Jesus perceived their wickedness, and said, “Why do you test me, you hypocrites?"
Matthew,22,19,Show me the tax money.” They brought to him a denarius.
Matthew,22,20,"He asked them, “Whose is this image and inscription?”"
Matthew,22,21,"They said to him, “Caesar’s.” Then he said to them, “Give therefore to Caesar the things that are Caesar’s, and to God the things that are God’s.”"
Matthew,22,22,"When they heard it, they marveled, and left him, and went away."
Matthew,22,23,"On that day Sadducees (those who say that there is no resurrection) came to him. They asked him,"
Matthew,22,24,"saying, “Teacher, Moses said, ‘If a man dies, having no children, his brother shall marry his wife, and raise up offspring for his brother.’"
Matthew,22,25,"Now there were with us seven brothers. The first married and died, and having no offspring left his wife to his brother."
Matthew,22,26,"In the same way, the second also, and the third, to the seventh."
Matthew,22,27,"After them all, the woman died."
Matthew,22,28,"In the resurrection therefore, whose wife will she be of the seven? For they all had her.”"
Matthew,22,29,"But Jesus answered them, “You are mistaken, not knowing the Scriptures, nor the power of God."
Matthew,22,30,"For in the resurrection they neither marry, nor are given in marriage, but are like God’s angels in heaven."
Matthew,22,31,"But concerning the resurrection of the dead, haven’t you read that which was spoken to you by God, saying,"
Matthew,22,32,"‘I am the God of Abraham, and the God of Isaac, and the God of Jacob?’ God is not the God of the dead, but of the living.”"
Matthew,22,33,"When the multitudes heard it, they were astonished at his teaching."
Matthew,22,34,"But the Pharisees, when they heard that he had silenced the Sadducees, gathered themselves together."
Matthew,22,35,"One of them, a lawyer, asked him a question, testing him."
Matthew,22,36,"“Teacher, which is the greatest commandment in the law?”"
Matthew,22,37,"Jesus said to him, “‘You shall love the Lord your God with all your heart, with all your soul, and with all your mind.’"
Matthew,22,38,This is the first and great commandment.
Matthew,22,39,"A second likewise is this, ‘You shall love your neighbor as yourself.’"
Matthew,22,40,The whole law and the prophets depend on these two commandments.”
Matthew,22,41,"Now while the Pharisees were gathered together, Jesus asked them a question,"
Matthew,22,42,"saying, “What do you think of the Christ? Whose son is he?” They said to him, “Of David.”"
Matthew,22,43,"He said to them, “How then does David in the Spirit call him Lord, saying,"
Matthew,22,44,"‘The Lord said to my Lord, sit on my right hand, until I make your enemies a footstool for your feet?’"
Matthew,22,45,"“If then David calls him Lord, how is he his son?”"
Matthew,22,46,"No one was able to answer him a word, neither did any man dare ask him any more questions from that day forward."
Matthew,23,1,"Then Jesus spoke to the multitudes and to his disciples,"
Matthew,23,2,"saying, “The scribes and the Pharisees sat on Moses’ seat."
Matthew,23,3,"All things therefore whatever they tell you to observe, observe and do, but don’t do their works; for they say, and don’t do."
Matthew,23,4,"For they bind heavy burdens that are grievous to be borne, and lay them on men’s shoulders; but they themselves will not lift a finger to help them."
Matthew,23,5,"But all their works they do to be seen by men. They make their phylacteries broad, enlarge the fringes of their garments,"
Matthew,23,6,"and love the place of honor at feasts, the best seats in the synagogues,"
Matthew,23,7,"the salutations in the marketplaces, and to be called ‘Rabbi, Rabbi’ by men."
Matthew,23,8,"But don’t you be called ‘Rabbi,’ for one is your teacher, the Christ, and all of you are brothers."
Matthew,23,9,"Call no man on the earth your father, for one is your Father, he who is in heaven."
Matthew,23,10,"Neither be called masters, for one is your master, the Christ."
Matthew,23,11,But he who is greatest among you will be your servant.
Matthew,23,12,"Whoever exalts himself will be humbled, and whoever humbles himself will be exalted."
Matthew,23,13,"“Woe to you, scribes and Pharisees, hypocrites! For you devour widows’ houses, and as a pretense you make long prayers. Therefore you will receive greater condemnation."
Matthew,23,14,"“But woe to you, scribes and Pharisees, hypocrites! Because you shut up the Kingdom of Heaven against men; for you don’t enter in yourselves, neither do you allow those who are entering in to enter."
Matthew,23,15,"Woe to you, scribes and Pharisees, hypocrites! For you travel around by sea and land to make one proselyte; and when he becomes one, you make him twice as much a son of Gehenna as yourselves."
Matthew,23,16,"“Woe to you, you blind guides, who say, ‘Whoever swears by the temple, it is nothing; but whoever swears by the gold of the temple, he is obligated.’"
Matthew,23,17,"You blind fools! For which is greater, the gold, or the temple that sanctifies the gold?"
Matthew,23,18,"‘Whoever swears by the altar, it is nothing; but whoever swears by the gift that is on it, he is obligated?’"
Matthew,23,19,"You blind fools! For which is greater, the gift, or the altar that sanctifies the gift?"
Matthew,23,20,"He therefore who swears by the altar, swears by it, and by everything on it."
Matthew,23,21,"He who swears by the temple, swears by it, and by him who has been living in it."
Matthew,23,22,"He who swears by heaven, swears by the throne of God, and by him who sits on it."
Matthew,23,23,"“Woe to you, scribes and Pharisees, hypocrites! For you tithe mint, dill, and cumin, and have left undone the weightier matters of the law: justice, mercy, and faith. But you ought to have done these, and not to have left the other undone."
Matthew,23,24,"You blind guides, who strain out a gnat, and swallow a camel!"
Matthew,23,25,"“Woe to you, scribes and Pharisees, hypocrites! For you clean the outside of the cup and of the platter, but within they are full of extortion and unrighteousness."
Matthew,23,26,"You blind Pharisee, first clean the inside of the cup and of the platter, that its outside may become clean also."
Matthew,23,27,"“Woe to you, scribes and Pharisees, hypocrites! For you are like whitened tombs, which outwardly appear beautiful, but inwardly are full of dead men’s bones, and of all uncleanness."
Matthew,23,28,"Even so you also outwardly appear righteous to men, but inwardly you are full of hypocrisy and iniquity."
Matthew,23,29,"“Woe to you, scribes and Pharisees, hypocrites! For you build the tombs of the prophets, and decorate the tombs of the righteous,"
Matthew,23,30,"and say, ‘If we had lived in the days of our fathers, we wouldn’t have been partakers with them in the blood of the prophets.’"
Matthew,23,31,Therefore you testify to yourselves that you are children of those who killed the prophets.
Matthew,23,32,"Fill up, then, the measure of your fathers."
Matthew,23,33,"You serpents, you offspring of vipers, how will you escape the judgment of Gehenna?"
Matthew,23,34,"Therefore behold, I send to you prophets, wise men, and scribes. Some of them you will kill and crucify; and some of them you will scourge in your synagogues, and persecute from city to city;"
Matthew,23,35,"that on you may come all the righteous blood shed on the earth, from the blood of righteous Abel to the blood of Zachariah son of Barachiah, whom you killed between the sanctuary and the altar."
Matthew,23,36,"Most certainly I tell you, all these things will come upon this generation."
Matthew,23,37,"“Jerusalem, Jerusalem, who kills the prophets, and stones those who are sent to her! How often I would have gathered your children together, even as a hen gathers her chicks under her wings, and you would not!"
Matthew,23,38,"Behold, your house is left to you desolate."
Matthew,23,39,"For I tell you, you will not see me from now on, until you say, ‘Blessed is he who comes in the name of the Lord!’”"
Matthew,24,1,"Jesus went out from the temple, and was going on his way. His disciples came to him to show him the buildings of the temple."
Matthew,24,2,"But he answered them, “You see all of these things, don’t you? Most certainly I tell you, there will not be left here one stone on another, that will not be thrown down.”"
Matthew,24,3,"As he sat on the Mount of Olives, the disciples came to him privately, saying, “Tell us, when will these things be? What is the sign of your coming, and of the end of the age?”"
Matthew,24,4,"Jesus answered them, “Be careful that no one leads you astray."
Matthew,24,5,"For many will come in my name, saying, ‘I am the Christ,’ and will lead many astray."
Matthew,24,6,"You will hear of wars and rumors of wars. See that you aren’t troubled, for all this must happen, but the end is not yet."
Matthew,24,7,"For nation will rise against nation, and kingdom against kingdom; and there will be famines, plagues, and earthquakes in various places."
Matthew,24,8,But all these things are the beginning of birth pains.
Matthew,24,9,"Then they will deliver you up to oppression, and will kill you. You will be hated by all of the nations for my name’s sake."
Matthew,24,10,"Then many will stumble, and will deliver up one another, and will hate one another."
Matthew,24,11,"Many false prophets will arise, and will lead many astray."
Matthew,24,12,"Because iniquity will be multiplied, the love of many will grow cold."
Matthew,24,13,"But he who endures to the end, the same will be saved."
Matthew,24,14,"This Good News of the Kingdom will be preached in the whole world for a testimony to all the nations, and then the end will come."
Matthew,24,15,"“When, therefore, you see the abomination of desolation, which was spoken of through Daniel the prophet, standing in the holy place (let the reader understand),"
Matthew,24,16,then let those who are in Judea flee to the mountains.
Matthew,24,17,Let him who is on the housetop not go down to take out the things that are in his house.
Matthew,24,18,Let him who is in the field not return back to get his clothes.
Matthew,24,19,But woe to those who are with child and to nursing mothers in those days!
Matthew,24,20,"Pray that your flight will not be in the winter, nor on a Sabbath,"
Matthew,24,21,"for then there will be great oppression, such as has not been from the beginning of the world until now, no, nor ever will be."
Matthew,24,22,"Unless those days had been shortened, no flesh would have been saved. But for the sake of the chosen ones, those days will be shortened."
Matthew,24,23,"“Then if any man tells you, ‘Behold, here is the Christ,’ or, ‘There,’ don’t believe it."
Matthew,24,24,"For there will arise false christs, and false prophets, and they will show great signs and wonders, so as to lead astray, if possible, even the chosen ones."
Matthew,24,25,"“Behold, I have told you beforehand."
Matthew,24,26,"If therefore they tell you, ‘Behold, he is in the wilderness,’ don’t go out; ‘Behold, he is in the inner rooms,’ don’t believe it."
Matthew,24,27,"For as the lightning flashes from the east, and is seen even to the west, so will be the coming of the Son of Man."
Matthew,24,28,"For wherever the carcass is, that is where the vultures gather together."
Matthew,24,29,"But immediately after the oppression of those days, the sun will be darkened, the moon will not give its light, the stars will fall from the sky, and the powers of the heavens will be shaken;"
Matthew,24,30,"and then the sign of the Son of Man will appear in the sky. Then all the tribes of the earth will mourn, and they will see the Son of Man coming on the clouds of the sky with power and great glory."
Matthew,24,31,"He will send out his angels with a great sound of a trumpet, and they will gather together his chosen ones from the four winds, from one end of the sky to the other."
Matthew,24,32,"“Now from the fig tree learn this parable. When its branch has now become tender, and produces its leaves, you know that the summer is near."
Matthew,24,33,"Even so you also, when you see all these things, know that it is near, even at the doors."
Matthew,24,34,"Most certainly I tell you, this generation will not pass away, until all these things are accomplished."
Matthew,24,35,"Heaven and earth will pass away, but my words will not pass away."
Matthew,24,36,"But no one knows of that day and hour, not even the angels of heaven, but my Father only."
Matthew,24,37,"“As the days of Noah were, so will be the coming of the Son of Man."
Matthew,24,38,"For as in those days which were before the flood they were eating and drinking, marrying and giving in marriage, until the day that Noah entered into the ship,"
Matthew,24,39,"and they didn’t know until the flood came, and took them all away, so will be the coming of the Son of Man."
Matthew,24,40,Then two men will be in the field: one will be taken and one will be left.
Matthew,24,41,Two women will be grinding at the mill: one will be taken and one will be left.
Matthew,24,42,"Watch therefore, for you don’t know in what hour your Lord comes."
Matthew,24,43,"But know this, that if the master of the house had known in what watch of the night the thief was coming, he would have watched, and would not have allowed his house to be broken into."
Matthew,24,44,"Therefore also be ready, for in an hour that you don’t expect, the Son of Man will come."
Matthew,24,45,"“Who then is the faithful and wise servant, whom his lord has set over his household, to give them their food in due season?"
Matthew,24,46,Blessed is that servant whom his lord finds doing so when he comes.
Matthew,24,47,Most certainly I tell you that he will set him over all that he has.
Matthew,24,48,"But if that evil servant should say in his heart, ‘My lord is delaying his coming,’"
Matthew,24,49,"and begins to beat his fellow servants, and eat and drink with the drunkards,"
Matthew,24,50,"the lord of that servant will come in a day when he doesn’t expect it, and in an hour when he doesn’t know it,"
Matthew,24,51,"and will cut him in pieces, and appoint his portion with the hypocrites. That is where the weeping and grinding of teeth will be."
Matthew,25,1,"“Then the Kingdom of Heaven will be like ten virgins, who took their lamps, and went out to meet the bridegroom."
Matthew,25,2,"Five of them were foolish, and five were wise."
Matthew,25,3,"Those who were foolish, when they took their lamps, took no oil with them,"
Matthew,25,4,but the wise took oil in their vessels with their lamps.
Matthew,25,5,"Now while the bridegroom delayed, they all slumbered and slept."
Matthew,25,6,"But at midnight there was a cry, ‘Behold! The bridegroom is coming! Come out to meet him!’"
Matthew,25,7,"Then all those virgins arose, and trimmed their lamps."
Matthew,25,8,"The foolish said to the wise, ‘Give us some of your oil, for our lamps are going out.’"
Matthew,25,9,"But the wise answered, saying, ‘What if there isn’t enough for us and you? You go rather to those who sell, and buy for yourselves.’"
Matthew,25,10,"While they went away to buy, the bridegroom came, and those who were ready went in with him to the marriage feast, and the door was shut."
Matthew,25,11,"Afterward the other virgins also came, saying, ‘Lord, Lord, open to us.’"
Matthew,25,12,"But he answered, ‘Most certainly I tell you, I don’t know you.’"
Matthew,25,13,"Watch therefore, for you don’t know the day nor the hour in which the Son of Man is coming."
Matthew,25,14,"“For it is like a man, going into another country, who called his own servants, and entrusted his goods to them."
Matthew,25,15,"To one he gave five talents, to another two, to another one; to each according to his own ability. Then he went on his journey."
Matthew,25,16,"Immediately he who received the five talents went and traded with them, and made another five talents."
Matthew,25,17,"In the same way, he also who got the two gained another two."
Matthew,25,18,"But he who received the one talent went away and dug in the earth, and hid his lord’s money."
Matthew,25,19,"“Now after a long time the lord of those servants came, and reconciled accounts with them."
Matthew,25,20,"He who received the five talents came and brought another five talents, saying, ‘Lord, you delivered to me five talents. Behold, I have gained another five talents besides them.’"
Matthew,25,21,"“His lord said to him, ‘Well done, good and faithful servant. You have been faithful over a few things, I will set you over many things. Enter into the joy of your lord.’"
Matthew,25,22,"“He also who got the two talents came and said, ‘Lord, you delivered to me two talents. Behold, I have gained another two talents besides them.’"
Matthew,25,23,"“His lord said to him, ‘Well done, good and faithful servant. You have been faithful over a few things, I will set you over many things. Enter into the joy of your lord.’"
Matthew,25,24,"“He also who had received the one talent came and said, ‘Lord, I knew you that you are a hard man, reaping where you did not sow, and gathering where you did not scatter."
Matthew,25,25,"I was afraid, and went away and hid your talent in the earth. Behold, you have what is yours.’"
Matthew,25,26,"“But his lord answered him, ‘You wicked and slothful servant. You knew that I reap where I didn’t sow, and gather where I didn’t scatter."
Matthew,25,27,"You ought therefore to have deposited my money with the bankers, and at my coming I should have received back my own with interest."
Matthew,25,28,"Take away therefore the talent from him, and give it to him who has the ten talents."
Matthew,25,29,"For to everyone who has will be given, and he will have abundance, but from him who doesn’t have, even that which he has will be taken away."
Matthew,25,30,"Throw out the unprofitable servant into the outer darkness, where there will be weeping and gnashing of teeth.’"
Matthew,25,31,"“But when the Son of Man comes in his glory, and all the holy angels with him, then he will sit on the throne of his glory."
Matthew,25,32,"Before him all the nations will be gathered, and he will separate them one from another, as a shepherd separates the sheep from the goats."
Matthew,25,33,"He will set the sheep on his right hand, but the goats on the left."
Matthew,25,34,"Then the King will tell those on his right hand, ‘Come, blessed of my Father, inherit the Kingdom prepared for you from the foundation of the world;"
Matthew,25,35,"for I was hungry, and you gave me food to eat. I was thirsty, and you gave me drink. I was a stranger, and you took me in."
Matthew,25,36,"I was naked, and you clothed me. I was sick, and you visited me. I was in prison, and you came to me.’"
Matthew,25,37,"“Then the righteous will answer him, saying, ‘Lord, when did we see you hungry, and feed you; or thirsty, and give you a drink?"
Matthew,25,38,"When did we see you as a stranger, and take you in; or naked, and clothe you?"
Matthew,25,39,"When did we see you sick, or in prison, and come to you?’"
Matthew,25,40,"“The King will answer them, ‘Most certainly I tell you, because you did it to one of the least of these my brothers, you did it to me.’"
Matthew,25,41,"Then he will say also to those on the left hand, ‘Depart from me, you cursed, into the eternal fire which is prepared for the devil and his angels;"
Matthew,25,42,"for I was hungry, and you didn’t give me food to eat; I was thirsty, and you gave me no drink;"
Matthew,25,43,"I was a stranger, and you didn’t take me in; naked, and you didn’t clothe me; sick, and in prison, and you didn’t visit me.’"
Matthew,25,44,"“Then they will also answer, saying, ‘Lord, when did we see you hungry, or thirsty, or a stranger, or naked, or sick, or in prison, and didn’t help you?’"
Matthew,25,45,"“Then he will answer them, saying, ‘Most certainly I tell you, because you didn’t do it to one of the least of these, you didn’t do it to me.’"
Matthew,25,46,"These will go away into eternal punishment, but the righteous into eternal life.”"
Matthew,26,1,"When Jesus had finished all these words, he said to his disciples,"
Matthew,26,2,"“You know that after two days the Passover is coming, and the Son of Man will be delivered up to be crucified.”"
Matthew,26,3,"Then the chief priests, the scribes, and the elders of the people were gathered together in the court of the high priest, who was called Caiaphas."
Matthew,26,4,"They took counsel together that they might take Jesus by deceit, and kill him."
Matthew,26,5,"But they said, “Not during the feast, lest a riot occur among the people.”"
Matthew,26,6,"Now when Jesus was in Bethany, in the house of Simon the leper,"
Matthew,26,7,"a woman came to him having an alabaster jar of very expensive ointment, and she poured it on his head as he sat at the table."
Matthew,26,8,"But when his disciples saw this, they were indignant, saying, “Why this waste?"
Matthew,26,9,"For this ointment might have been sold for much, and given to the poor.”"
Matthew,26,10,"However, knowing this, Jesus said to them, “Why do you trouble the woman? She has done a good work for me."
Matthew,26,11,For you always have the poor with you; but you don’t always have me.
Matthew,26,12,"For in pouring this ointment on my body, she did it to prepare me for burial."
Matthew,26,13,"Most certainly I tell you, wherever this Good News is preached in the whole world, what this woman has done will also be spoken of as a memorial of her.”"
Matthew,26,14,"Then one of the twelve, who was called Judas Iscariot, went to the chief priests,"
Matthew,26,15,"and said, “What are you willing to give me, that I should deliver him to you?” They weighed out for him thirty pieces of silver."
Matthew,26,16,From that time he sought opportunity to betray him.
Matthew,26,17,"Now on the first day of unleavened bread, the disciples came to Jesus, saying to him, “Where do you want us to prepare for you to eat the Passover?”"
Matthew,26,18,"He said, “Go into the city to a certain person, and tell him, ‘The Teacher says, “My time is at hand. I will keep the Passover at your house with my disciples.”’”"
Matthew,26,19,"The disciples did as Jesus commanded them, and they prepared the Passover."
Matthew,26,20,"Now when evening had come, he was reclining at the table with the twelve disciples."
Matthew,26,21,"As they were eating, he said, “Most certainly I tell you that one of you will betray me.”"
Matthew,26,22,"They were exceedingly sorrowful, and each began to ask him, “It isn’t me, is it, Lord?”"
Matthew,26,23,"He answered, “He who dipped his hand with me in the dish, the same will betray me."
Matthew,26,24,"The Son of Man goes, even as it is written of him, but woe to that man through whom the Son of Man is betrayed! It would be better for that man if he had not been born.”"
Matthew,26,25,"Judas, who betrayed him, answered, “It isn’t me, is it, Rabbi?” He said to him, “You said it.”"
Matthew,26,26,"As they were eating, Jesus took bread, gave thanks for it, and broke it. He gave to the disciples, and said, “Take, eat; this is my body.”"
Matthew,26,27,"He took the cup, gave thanks, and gave to them, saying, “All of you drink it,"
Matthew,26,28,"for this is my blood of the new covenant, which is poured out for many for the remission of sins."
Matthew,26,29,"But I tell you that I will not drink of this fruit of the vine from now on, until that day when I drink it anew with you in my Father’s Kingdom.”"
Matthew,26,30,"When they had sung a hymn, they went out to the Mount of Olives."
Matthew,26,31,"Then Jesus said to them, “All of you will be made to stumble because of me tonight, for it is written, ‘I will strike the shepherd, and the sheep of the flock will be scattered.’"
Matthew,26,32,"But after I am raised up, I will go before you into Galilee.”"
Matthew,26,33,"But Peter answered him, “Even if all will be made to stumble because of you, I will never be made to stumble.”"
Matthew,26,34,"Jesus said to him, “Most certainly I tell you that tonight, before the rooster crows, you will deny me three times.”"
Matthew,26,35,"Peter said to him, “Even if I must die with you, I will not deny you.” All of the disciples also said likewise."
Matthew,26,36,"Then Jesus came with them to a place called Gethsemane, and said to his disciples, “Sit here, while I go there and pray.”"
Matthew,26,37,"He took with him Peter and the two sons of Zebedee, and began to be sorrowful and severely troubled."
Matthew,26,38,"Then he said to them, “My soul is exceedingly sorrowful, even to death. Stay here, and watch with me.”"
Matthew,26,39,"He went forward a little, fell on his face, and prayed, saying, “My Father, if it is possible, let this cup pass away from me; nevertheless, not what I desire, but what you desire.”"
Matthew,26,40,"He came to the disciples, and found them sleeping, and said to Peter, “What, couldn’t you watch with me for one hour?"
Matthew,26,41,"Watch and pray, that you don’t enter into temptation. The spirit indeed is willing, but the flesh is weak.”"
Matthew,26,42,"Again, a second time he went away, and prayed, saying, “My Father, if this cup can’t pass away from me unless I drink it, your desire be done.”"
Matthew,26,43,"He came again and found them sleeping, for their eyes were heavy."
Matthew,26,44,"He left them again, went away, and prayed a third time, saying the same words."
Matthew,26,45,"Then he came to his disciples, and said to them, “Sleep on now, and take your rest. Behold, the hour is at hand, and the Son of Man is betrayed into the hands of sinners."
Matthew,26,46,"Arise, let’s be going. Behold, he who betrays me is at hand.”"
Matthew,26,47,"While he was still speaking, behold, Judas, one of the twelve, came, and with him a great multitude with swords and clubs, from the chief priests and elders of the people."
Matthew,26,48,"Now he who betrayed him gave them a sign, saying, “Whoever I kiss, he is the one. Seize him.”"
Matthew,26,49,"Immediately he came to Jesus, and said, “Hail, Rabbi!” and kissed him."
Matthew,26,50,"Jesus said to him, “Friend, why are you here?” Then they came and laid hands on Jesus, and took him."
Matthew,26,51,"Behold, one of those who were with Jesus stretched out his hand, and drew his sword, and struck the servant of the high priest, and struck off his ear."
Matthew,26,52,"Then Jesus said to him, “Put your sword back into its place, for all those who take the sword will die by the sword."
Matthew,26,53,"Or do you think that I couldn’t ask my Father, and he would even now send me more than twelve legions of angels?"
Matthew,26,54,How then would the Scriptures be fulfilled that it must be so?”
Matthew,26,55,"In that hour Jesus said to the multitudes, “Have you come out as against a robber with swords and clubs to seize me? I sat daily in the temple teaching, and you didn’t arrest me."
Matthew,26,56,"But all this has happened, that the Scriptures of the prophets might be fulfilled.” Then all the disciples left him, and fled."
Matthew,26,57,"Those who had taken Jesus led him away to Caiaphas the high priest, where the scribes and the elders were gathered together."
Matthew,26,58,"But Peter followed him from a distance, to the court of the high priest, and entered in and sat with the officers, to see the end."
Matthew,26,59,"Now the chief priests, the elders, and the whole council sought false testimony against Jesus, that they might put him to death;"
Matthew,26,60,"and they found none. Even though many false witnesses came forward, they found none. But at last two false witnesses came forward,"
Matthew,26,61,"and said, “This man said, ‘I am able to destroy the temple of God, and to build it in three days.’”"
Matthew,26,62,"The high priest stood up, and said to him, “Have you no answer? What is this that these testify against you?”"
Matthew,26,63,"But Jesus held his peace. The high priest answered him, “I adjure you by the living God, that you tell us whether you are the Christ, the Son of God.”"
Matthew,26,64,"Jesus said to him, “You have said it. Nevertheless, I tell you, after this you will see the Son of Man sitting at the right hand of Power, and coming on the clouds of the sky.”"
Matthew,26,65,"Then the high priest tore his clothing, saying, “He has spoken blasphemy! Why do we need any more witnesses? Behold, now you have heard his blasphemy."
Matthew,26,66,"What do you think?” They answered, “He is worthy of death!”"
Matthew,26,67,"Then they spat in his face and beat him with their fists, and some slapped him,"
Matthew,26,68,"saying, “Prophesy to us, you Christ! Who hit you?”"
Matthew,26,69,"Now Peter was sitting outside in the court, and a maid came to him, saying, “You were also with Jesus, the Galilean!”"
Matthew,26,70,"But he denied it before them all, saying, “I don’t know what you are talking about.”"
Matthew,26,71,"When he had gone out onto the porch, someone else saw him, and said to those who were there, “This man also was with Jesus of Nazareth.”"
Matthew,26,72,"Again he denied it with an oath, “I don’t know the man.”"
Matthew,26,73,"After a little while those who stood by came and said to Peter, “Surely you are also one of them, for your speech makes you known.”"
Matthew,26,74,"Then he began to curse and to swear, “I don’t know the man!” Immediately the rooster crowed."
Matthew,26,75,"Peter remembered the word which Jesus had said to him, “Before the rooster crows, you will deny me three times.” He went out and wept bitterly."
